suite,id,index,head,width,wlimit,status,max,mean,p99,count,max_over_w,memo_size,tainted
real,maybe_SUITE.lfe,2,defmodule,40,40,ok,1,1.0000,1,265,0.0250,310,45
real,maybe_SUITE.lfe,3,defun,40,40,ok,1,1.0000,1,75,0.0250,108,33
real,maybe_SUITE.lfe,4,defun,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,maybe_SUITE.lfe,5,defun,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,maybe_SUITE.lfe,6,defun,40,40,ok,1,1.0000,1,67,0.0250,140,73
real,maybe_SUITE.lfe,7,defun,40,40,ok,2,1.0270,2,37,0.0500,37,0
real,maybe_SUITE.lfe,8,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,maybe_SUITE.lfe,9,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,maybe_SUITE.lfe,10,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,maybe_SUITE.lfe,11,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,maybe_SUITE.lfe,12,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,13,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,14,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,15,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,16,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,17,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,18,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,19,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,20,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,21,defun,40,40,ok,2,1.0120,2,83,0.0500,121,38
real,maybe_SUITE.lfe,22,defun,40,40,ok,2,1.0357,2,84,0.0500,161,77
real,ms_transform_SUITE.lfe,1,include-file,40,40,ok,1,1.0000,1,4,0.0250,10,6
real,ms_transform_SUITE.lfe,2,defmodule,40,40,ok,1,1.0000,1,330,0.0250,377,47
real,ms_transform_SUITE.lfe,3,defmacro,40,40,ok,1,1.0000,1,35,0.0250,37,2
real,ms_transform_SUITE.lfe,4,defun,40,40,ok,1,1.0000,1,122,0.0250,148,26
real,ms_transform_SUITE.lfe,5,defun,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,ms_transform_SUITE.lfe,6,defun,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,ms_transform_SUITE.lfe,7,defun,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,ms_transform_SUITE.lfe,8,defun,40,40,ok,2,1.0270,2,37,0.0500,37,0
real,ms_transform_SUITE.lfe,9,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,ms_transform_SUITE.lfe,10,defun,40,40,ok,2,1.1087,2,46,0.0500,52,6
real,ms_transform_SUITE.lfe,11,defun,40,40,ok,2,1.1098,2,173,0.0500,222,49
real,ms_transform_SUITE.lfe,12,defun,40,40,ok,2,1.2055,2,146,0.0500,164,18
real,ms_transform_SUITE.lfe,13,defun,40,40,ok,2,1.0119,2,84,0.0500,125,41
real,ms_transform_SUITE.lfe,14,defun,40,40,ok,2,1.0120,2,83,0.0500,123,40
real,ms_transform_SUITE.lfe,15,defun,40,40,ok,2,1.0132,2,76,0.0500,119,43
real,ms_transform_SUITE.lfe,16,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,17,defrecord,40,40,ok,2,1.0145,2,69,0.0500,69,0
real,ms_transform_SUITE.lfe,18,defun,40,40,ok,2,1.0132,2,76,0.0500,119,43
real,ms_transform_SUITE.lfe,19,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,20,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,21,defun,40,40,ok,2,1.0119,2,84,0.0500,125,41
real,ms_transform_SUITE.lfe,22,defrecord,40,40,ok,2,1.0108,2,93,0.0500,93,0
real,ms_transform_SUITE.lfe,23,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,24,defrecord,40,40,ok,2,1.0333,2,30,0.0500,30,0
real,ms_transform_SUITE.lfe,25,defun,40,40,ok,2,1.0125,2,80,0.0500,120,40
real,ms_transform_SUITE.lfe,26,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,27,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,28,defun,40,40,ok,2,1.0119,2,84,0.0500,125,41
real,ms_transform_SUITE.lfe,29,defun,40,40,ok,2,1.0125,2,80,0.0500,120,40
real,ms_transform_SUITE.lfe,30,defun,40,40,ok,2,1.0118,2,85,0.0500,126,41
real,ms_transform_SUITE.lfe,31,defun,40,40,ok,2,1.0133,2,75,0.0500,118,43
real,ms_transform_SUITE.lfe,32,defun,40,40,ok,2,1.0132,2,76,0.0500,119,43
real,ms_transform_SUITE.lfe,33,defun,40,40,ok,2,1.1279,2,86,0.0500,100,14
real,ms_transform_SUITE.lfe,34,defun,40,40,ok,1,1.0000,1,61,0.0250,120,59
real,ms_transform_SUITE.lfe,35,defun,40,40,ok,2,1.0658,2,76,0.0500,142,66
real,ms_transform_SUITE.lfe,36,defun,40,40,ok,2,1.0233,2,86,0.0500,148,62
real,test_server.lfe,1,defmacro,40,40,ok,3,1.2050,3,278,0.0750,392,114
real,test_server.lfe,2,defmacro,40,40,ok,3,1.1302,2,192,0.0750,216,24
real,test_server.lfe,3,defmacro,40,40,ok,2,1.0303,2,33,0.0500,33,0
real,test_server.lfe,4,defmacro,40,40,ok,1,1.0000,1,57,0.0250,85,28
real,tqstring_SUITE.lfe,1,include-file,40,40,ok,1,1.0000,1,4,0.0250,10,6
real,tqstring_SUITE.lfe,2,defmodule,40,40,ok,1,1.0000,1,7,0.0250,24,17
real,tqstring_SUITE.lfe,3,defun,40,40,ok,2,1.0222,2,45,0.0500,45,0
real,tqstring_SUITE.lfe,4,defun,40,40,ok,1,1.0000,1,67,0.0250,141,74
real,tqstring_SUITE.lfe,5,defun,40,40,ok,3,1.0837,2,263,0.0750,317,54
real,cl.lfe,1,defmodule,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,cl.lfe,2,defun,80,80,ok,1,1.0000,1,208,0.0125,255,47
real,cl.lfe,3,defun,80,80,ok,1,1.0000,1,211,0.0125,258,47
real,cl.lfe,4,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,cl.lfe,5,defun,80,80,ok,2,1.2078,2,77,0.0250,90,13
real,cl.lfe,6,defun,80,80,ok,4,1.1253,3,407,0.0500,435,28
real,cl.lfe,7,defun,80,80,ok,2,1.0732,2,82,0.0250,96,14
real,cl.lfe,8,defun,80,80,ok,2,1.0593,2,270,0.0250,309,39
real,cl.lfe,9,defun,80,80,ok,3,1.1825,3,400,0.0375,514,114
real,cl.lfe,10,defun,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,cl.lfe,11,defun,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,cl.lfe,12,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,13,defun,80,80,ok,3,1.2298,3,161,0.0375,168,7
real,cl.lfe,14,defun,80,80,ok,2,1.1499,2,367,0.0250,481,114
real,cl.lfe,15,defun,80,80,ok,3,1.2876,3,233,0.0375,251,18
real,cl.lfe,16,defun,80,80,ok,3,1.2817,3,323,0.0375,368,45
real,cl.lfe,17,defun,80,80,ok,2,1.1758,2,91,0.0250,105,14
real,cl.lfe,18,defun,80,80,ok,5,1.1703,3,411,0.0625,459,48
real,cl.lfe,19,defun,80,80,ok,6,1.2232,5,717,0.0750,737,20
real,cl.lfe,20,defun,80,80,ok,4,1.1425,3,428,0.0500,440,12
real,cl.lfe,21,defun,80,80,ok,2,1.1034,2,493,0.0250,565,72
real,cl.lfe,22,defun,80,80,ok,4,1.1973,4,370,0.0500,395,25
real,cl.lfe,23,defun,80,80,ok,2,1.0442,2,249,0.0250,274,25
real,cl.lfe,24,defun,80,80,ok,2,1.0037,1,271,0.0250,311,40
real,cl.lfe,25,defun,80,80,ok,3,1.1140,2,693,0.0375,813,120
real,cl.lfe,26,defun,80,80,ok,3,1.1197,2,685,0.0375,817,132
real,cl.lfe,27,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,28,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,29,defun,80,80,ok,3,1.1351,2,111,0.0375,111,0
real,cl.lfe,30,defun,80,80,ok,3,1.1419,3,296,0.0375,318,22
real,cl.lfe,31,defun,80,80,ok,3,1.1548,3,252,0.0375,274,22
real,cl.lfe,32,defun,80,80,ok,3,1.0820,2,561,0.0375,634,73
real,cl.lfe,33,defun,80,80,ok,3,1.0941,2,595,0.0375,666,71
real,cl.lfe,34,defun,80,80,ok,3,1.0830,2,554,0.0375,622,68
real,cl.lfe,35,defun,80,80,ok,3,1.0622,2,611,0.0375,758,147
real,cl.lfe,36,defun,80,80,ok,6,1.2465,4,1432,0.0750,1592,160
real,cl.lfe,37,defun,80,80,ok,5,1.1557,4,1548,0.0625,1754,206
real,cl.lfe,38,defun,80,80,ok,5,1.1424,3,1538,0.0625,1743,205
real,cl.lfe,39,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,40,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,41,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,42,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,43,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,44,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,45,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,46,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,47,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,48,defun,80,80,ok,3,1.0839,2,143,0.0375,143,0
real,cl.lfe,49,defun,80,80,ok,2,1.0189,2,53,0.0250,53,0
real,cl.lfe,50,defun,80,80,ok,3,1.0839,2,143,0.0375,143,0
real,cl.lfe,51,defun,80,80,ok,2,1.0189,2,53,0.0250,53,0
real,cl.lfe,52,defun,80,80,ok,2,1.0915,2,590,0.0250,701,111
real,cl.lfe,53,defun,80,80,ok,3,1.1221,2,131,0.0375,131,0
real,cl.lfe,54,defun,80,80,ok,2,1.0189,2,53,0.0250,53,0
real,cl.lfe,55,defun,80,80,ok,2,1.0189,2,53,0.0250,53,0
real,cl.lfe,56,defun,80,80,ok,6,1.1458,3,672,0.0750,721,49
real,cl.lfe,57,defun,80,80,ok,2,1.1136,2,44,0.0250,61,17
real,cl.lfe,58,defun,80,80,ok,2,1.1136,2,44,0.0250,61,17
real,cl.lfe,59,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,60,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,61,defun,80,80,ok,4,1.0947,3,475,0.0500,522,47
real,cl.lfe,62,defun,80,80,ok,3,1.0965,3,508,0.0375,560,52
real,cl.lfe,63,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,64,defun,80,80,ok,6,1.1413,4,715,0.0750,766,51
real,cl.lfe,65,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,66,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,67,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,68,defun,80,80,ok,4,1.0893,3,504,0.0500,553,49
real,cl.lfe,69,defun,80,80,ok,2,1.1163,2,43,0.0250,60,17
real,cl.lfe,70,defun,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,cl.lfe,71,defun,80,80,ok,6,1.1203,3,740,0.0750,787,47
real,cl.lfe,72,defun,80,80,ok,3,1.0685,2,467,0.0375,518,51
real,cl.lfe,73,defun,80,80,ok,4,1.0901,3,544,0.0500,613,69
real,cl.lfe,74,defun,80,80,ok,3,1.0426,2,540,0.0375,605,65
real,cl.lfe,75,defun,80,80,ok,3,1.0679,2,471,0.0375,521,50
real,cl.lfe,76,defun,80,80,ok,4,1.0906,3,541,0.0500,608,67
real,cl.lfe,77,defun,80,80,ok,3,1.0427,2,539,0.0375,603,64
real,cl.lfe,78,defun,80,80,ok,3,1.1148,3,1167,0.0375,1229,62
real,cl.lfe,79,defun,80,80,ok,2,1.0597,2,1123,0.0250,1144,21
real,cl.lfe,80,defun,80,80,ok,2,1.0270,2,37,0.0250,37,0
real,cl.lfe,81,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,cl.lfe,82,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,1,defmodule,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,2,defmacro,80,80,ok,3,1.1125,3,80,0.0375,80,0
real,clj.lfe,3,defmacro,80,80,ok,2,1.0344,2,552,0.0250,798,246
real,clj.lfe,4,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,5,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,6,eval-when-compile,80,80,ok,7,1.2134,4,2704,0.0875,2895,191
real,clj.lfe,7,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,8,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,9,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,10,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,11,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,12,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,13,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,14,defmacro,80,80,ok,3,1.0847,3,1311,0.0375,1529,218
real,clj.lfe,15,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,16,defmacro,80,80,ok,4,1.0989,4,849,0.0500,936,87
real,clj.lfe,17,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,18,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,19,defmacro,80,80,ok,5,1.1526,5,832,0.0625,927,95
real,clj.lfe,20,defmacro,80,80,ok,4,1.1302,4,776,0.0500,872,96
real,clj.lfe,21,defmacro,80,80,ok,5,1.1861,5,403,0.0625,452,49
real,clj.lfe,22,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,23,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,24,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,25,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,26,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,27,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,28,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,29,defmacro,80,80,ok,4,1.1264,4,435,0.0500,480,45
real,clj.lfe,30,defmacro,80,80,ok,4,1.1259,4,437,0.0500,484,47
real,clj.lfe,31,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,32,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,33,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,34,defmacro,80,80,ok,6,1.0929,4,1259,0.0750,1305,46
real,clj.lfe,35,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,36,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,37,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,38,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,39,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,40,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,41,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,42,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,43,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,44,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,45,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,46,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,47,defmacro,80,80,ok,1,1.0000,1,18,0.0125,33,15
real,clj.lfe,48,defmacro,80,80,ok,2,1.1389,2,36,0.0250,53,17
real,clj.lfe,49,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,clj.lfe,50,defmacro,80,80,ok,5,1.1128,4,1516,0.0625,1738,222
real,clj.lfe,51,defmacro,80,80,ok,5,1.1514,3,1625,0.0625,1869,244
real,clj.lfe,52,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,53,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,54,defn,80,80,ok,1,1.0000,1,18,0.0125,39,21
real,clj.lfe,55,defn,80,80,ok,1,1.0000,1,15,0.0125,36,21
real,clj.lfe,56,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,57,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,58,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,59,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,60,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,61,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,62,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,63,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,64,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,65,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,66,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,67,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,68,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,69,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,70,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,71,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,72,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,73,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,74,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,75,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,76,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,77,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,78,defn,80,80,ok,1,1.0000,1,15,0.0125,36,21
real,clj.lfe,79,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,80,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,81,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,82,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,83,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,84,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,85,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,86,defn,80,80,ok,2,1.0164,2,61,0.0250,83,22
real,clj.lfe,87,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,88,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,89,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,90,defn,80,80,ok,1,1.0000,1,31,0.0125,52,21
real,clj.lfe,91,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,92,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,93,defn,80,80,ok,2,1.0204,2,49,0.0250,71,22
real,clj.lfe,94,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,95,defn,80,80,ok,1,1.0000,1,7,0.0125,24,17
real,clj.lfe,96,defn,80,80,ok,1,1.0000,1,34,0.0125,44,10
real,clj.lfe,97,defn,80,80,ok,1,1.0000,1,19,0.0125,40,21
real,clj.lfe,98,defn,80,80,ok,2,1.2182,2,55,0.0250,65,10
real,clj.lfe,99,defn,80,80,ok,2,1.2182,2,55,0.0250,65,10
real,clj.lfe,100,defn-,80,80,ok,4,1.1576,4,387,0.0500,433,46
real,clj.lfe,101,defn-,80,80,ok,5,1.2043,5,700,0.0625,721,21
real,clj.lfe,102,defn-,80,80,ok,3,1.1315,2,1262,0.0375,1449,187
real,clj.lfe,103,defn-,80,80,ok,5,1.1269,3,465,0.0625,493,28
real,clj.lfe,104,defn-,80,80,ok,3,1.1524,2,525,0.0375,601,76
real,clj.lfe,105,defn-,80,80,ok,3,1.0893,2,403,0.0375,436,33
real,clj.lfe,106,defn-,80,80,ok,2,1.0841,2,464,0.0250,649,185
real,clj.lfe,107,defn-,80,80,ok,3,1.1504,3,266,0.0375,312,46
real,clj.lfe,108,defn-,80,80,ok,3,1.1590,3,415,0.0375,481,66
real,clj.lfe,109,defn-,80,80,ok,3,1.1141,3,587,0.0375,696,109
real,clj.lfe,110,defn-,80,80,ok,6,1.3101,6,703,0.0750,750,47
real,clj.lfe,111,defmacro,80,80,ok,1,1.0000,1,12,0.0125,27,15
real,andor_SUITE.lfe,1,include-file,80,80,ok,1,1.0000,1,11,0.0125,11,0
real,andor_SUITE.lfe,2,defmodule,80,80,ok,1,1.0000,1,290,0.0125,335,45
real,andor_SUITE.lfe,3,defmacro,80,80,ok,2,1.0270,2,37,0.0250,37,0
real,andor_SUITE.lfe,4,defun,80,80,ok,1,1.0000,1,125,0.0125,171,46
real,andor_SUITE.lfe,5,defun,80,80,ok,2,1.0303,2,33,0.0250,33,0
real,andor_SUITE.lfe,6,defun,80,80,ok,2,1.0303,2,33,0.0250,33,0
real,andor_SUITE.lfe,7,defun,80,80,ok,2,1.0303,2,33,0.0250,33,0
real,andor_SUITE.lfe,8,defun,80,80,ok,2,1.0270,2,37,0.0250,37,0
real,andor_SUITE.lfe,9,defun,80,80,ok,2,1.1132,2,53,0.0250,53,0
real,andor_SUITE.lfe,10,defun,80,80,ok,2,1.1132,2,53,0.0250,53,0
real,andor_SUITE.lfe,11,defun,80,80,ok,4,1.2301,3,1960,0.0500,2063,103
real,andor_SUITE.lfe,12,defun,80,80,ok,2,1.1021,2,421,0.0250,459,38
real,andor_SUITE.lfe,13,defun,80,80,ok,4,1.1882,3,186,0.0500,186,0
real,andor_SUITE.lfe,14,defun,80,80,ok,4,1.1600,3,275,0.0500,275,0
real,andor_SUITE.lfe,15,defun,80,80,ok,4,1.1351,3,296,0.0500,296,0
real,andor_SUITE.lfe,16,defun,80,80,ok,4,1.1155,3,303,0.0500,303,0
real,andor_SUITE.lfe,17,defun,80,80,ok,4,1.1724,4,435,0.0500,464,29
real,andor_SUITE.lfe,18,defun,80,80,ok,4,1.2080,4,351,0.0500,377,26
real,andor_SUITE.lfe,19,defun,80,80,ok,4,1.2092,4,349,0.0500,375,26
real,andor_SUITE.lfe,20,defun,80,80,ok,3,1.2543,3,1793,0.0375,1843,50
real,andor_SUITE.lfe,21,defmacro,80,80,ok,3,1.0744,2,121,0.0375,121,0
real,andor_SUITE.lfe,22,defun,80,80,ok,4,1.2046,3,2380,0.0500,2528,148
real,andor_SUITE.lfe,23,defun,80,80,ok,3,1.2057,3,598,0.0375,708,110
real,andor_SUITE.lfe,24,defun,80,80,ok,4,1.2030,3,2399,0.0500,2550,151
real,andor_SUITE.lfe,25,defun,80,80,ok,3,1.2043,3,602,0.0375,714,112
real,andor_SUITE.lfe,26,defun,80,80,ok,3,1.2487,3,764,0.0375,817,53
real,andor_SUITE.lfe,27,defun,80,80,ok,4,1.1151,3,1555,0.0500,1909,354
real,andor_SUITE.lfe,28,defun,80,80,ok,4,1.2020,4,396,0.0500,423,27
real,andor_SUITE.lfe,29,defun,80,80,ok,4,1.1620,3,673,0.0500,744,71
real,andor_SUITE.lfe,30,defun,80,80,ok,3,1.1974,3,770,0.0375,835,65
real,andor_SUITE.lfe,31,defun,80,80,ok,4,1.2677,4,2058,0.0500,2631,573
real,andor_SUITE.lfe,32,defmacro,80,80,ok,3,1.0934,2,182,0.0375,182,0
real,andor_SUITE.lfe,33,defun,80,80,ok,3,1.2958,3,1535,0.0375,1600,65
real,andor_SUITE.lfe,34,defun,80,80,ok,3,1.1256,2,1385,0.0375,1545,160
real,andor_SUITE.lfe,35,defun,80,80,ok,3,1.1129,2,248,0.0375,248,0
real,andor_SUITE.lfe,36,defun,80,80,ok,3,1.1778,3,872,0.0375,1053,181
real,andor_SUITE.lfe,37,defun,80,80,ok,2,1.0592,2,304,0.0250,404,100
real,andor_SUITE.lfe,38,defun,80,80,ok,3,1.1515,2,713,0.0375,807,94
real,andor_SUITE.lfe,39,defun,80,80,ok,3,1.1236,2,607,0.0375,669,62
real,andor_SUITE.lfe,40,defun,80,80,ok,3,1.2193,3,1441,0.0375,1500,59
real,andor_SUITE.lfe,41,defun,80,80,ok,3,1.1351,3,570,0.0375,651,81
real,andor_SUITE.lfe,42,defun,80,80,ok,3,1.1581,2,835,0.0375,1059,224
real,andor_SUITE.lfe,43,defun,80,80,ok,2,1.0906,2,309,0.0250,390,81
real,andor_SUITE.lfe,44,defun,80,80,ok,2,1.0091,1,110,0.0250,133,23
real,andor_SUITE.lfe,45,defun,80,80,ok,2,1.0303,2,33,0.0250,33,0
real,clj-tests.lfe,1,defmodule,80,80,ok,1,1.0000,1,16,0.0125,23,7
real,clj-tests.lfe,2,include-file,80,80,ok,1,1.0000,1,11,0.0125,11,0
real,clj-tests.lfe,3,defmacro,80,80,ok,3,1.1011,3,89,0.0375,89,0
real,clj-tests.lfe,4,defmacro,80,80,ok,3,1.0704,2,142,0.0375,142,0
real,clj-tests.lfe,5,defun,80,80,ok,3,1.1720,3,93,0.0375,93,0
real,clj-tests.lfe,6,deftest,80,80,ok,3,1.2725,3,866,0.0375,896,30
real,clj-tests.lfe,7,deftest,80,80,ok,3,1.1650,2,927,0.0375,1019,92
real,clj-tests.lfe,8,deftest,80,80,ok,4,1.1638,3,1093,0.0500,1207,114
real,clj-tests.lfe,9,deftest,80,80,ok,3,1.0683,3,571,0.0375,659,88
real,clj-tests.lfe,10,deftest,80,80,ok,3,1.1419,3,451,0.0375,483,32
real,clj-tests.lfe,11,deftest,80,80,ok,3,1.1455,3,440,0.0375,472,32
real,clj-tests.lfe,12,deftest,80,80,ok,3,1.1541,3,357,0.0375,379,22
real,clj-tests.lfe,13,deftest,80,80,ok,3,1.1807,3,415,0.0375,453,38
